,STATE,Year of Data,Total Revenue from Federal Sources
1544,5,15,15039
1545,5,15,6726
1546,5,15,76
1547,5,15,1205
1548,5,15,3707
1549,5,15,432
1550,5,15,236
1551,5,15,974
1552,5,15,3345
1553,5,15,73
1554,5,15,221
1555,5,15,26
1556,5,15,225
1557,5,15,159
1558,5,15,258
1559,5,15,235
1560,5,15,86
1561,5,15,65
1562,5,15,661
1563,5,15,42
1564,5,15,40
1565,5,15,266
1566,5,15,1221
1567,5,15,4079
1568,5,15,901
1569,5,15,57
1570,5,15,1937
1571,5,15,3349
1572,5,15,12128
1573,5,15,506
1574,5,15,3680
1575,5,15,302
1576,5,15,629
1577,5,15,250
1578,5,15,76
1579,5,15,102
1580,5,15,3761
1581,5,15,1383
1582,5,15,1309
1583,5,15,0
1584,5,15,32
1585,5,15,13483
1586,5,15,984
1587,5,15,3523
1588,5,15,54
1589,5,15,369
1590,5,15,1029
1591,5,15,32
1592,5,15,34544
1593,5,15,83
1594,5,15,5312
1595,5,15,101
1596,5,15,3870
1597,5,15,75
1598,5,15,2798
1599,5,15,6314
1600,5,15,10690
1601,5,15,137
1602,5,15,0
1603,5,15,1681
1604,5,15,3341
1605,5,15,2954
1606,5,15,2448
1607,5,15,27491
1608,5,15,762
1609,5,15,606
1610,5,15,3103
1611,5,15,312
1612,5,15,89
1613,5,15,120
1614,5,15,119
1615,5,15,2012
1616,5,15,449
1617,5,15,176
1618,5,15,26
1619,5,15,128
1620,5,15,290
1621,5,15,12014
1622,5,15,162
1623,5,15,592
1624,5,15,2231
1625,5,15,1258
1626,5,15,45
1627,5,15,795
1628,5,15,36
1629,5,15,506
1630,5,15,68
1631,5,15,321
1632,5,15,2581
1633,5,15,1814
1634,5,15,150
1635,5,15,230
1636,5,15,730
1637,5,15,206
1638,5,15,40
1639,5,15,0
1640,5,15,350
1641,5,15,806
1642,5,15,280
1643,5,15,170
1644,5,15,52
1645,5,15,1282
1646,5,15,267
1647,5,15,154
1648,5,15,495
1649,5,15,852
1650,5,15,158
1651,5,15,3325
1652,5,15,48
1653,5,15,135
1654,5,15,271
1655,5,15,4223
1656,5,15,2472
1657,5,15,3779
1658,5,15,138
1659,5,15,42
1660,5,15,961
1661,5,15,93
1662,5,15,11359
1663,5,15,452
1664,5,15,378
1665,5,15,7233
1666,5,15,96
1667,5,15,644
1668,5,15,1513
1669,5,15,768
1670,5,15,1134
1671,5,15,228
1672,5,15,51
1673,5,15,179
1674,5,15,196
1675,5,15,195
1676,5,15,1016
1677,5,15,439
1678,5,15,565
1679,5,15,1517
1680,5,15,102
1681,5,15,574
1682,5,15,403
1683,5,15,9642
1684,5,15,5515
1685,5,15,26012
1686,5,15,230
1687,5,15,3417
1688,5,15,1065
1689,5,15,0
1690,5,15,7512
1691,5,15,16790
1692,5,15,150
1693,5,15,267
1694,5,15,406
1695,5,15,310
1696,5,15,471
1697,5,15,721
1698,5,15,620
1699,5,15,309
1700,5,15,643
1701,5,15,269
1702,5,15,243
1703,5,15,431
1704,5,15,4614
1705,5,15,7699
1706,5,15,439
1707,5,15,3366
1708,5,15,41
1709,5,15,1555
1710,5,15,3617
1711,5,15,20963
1712,5,15,12080
1713,5,15,3481
1714,5,15,4997
1715,5,15,33
1716,5,15,5632
1717,5,15,8683
1718,5,15,259
1719,5,15,18133
1720,5,15,1105
1721,5,15,8145
1722,5,15,3502
1723,5,15,7211
1724,5,15,1204
1725,5,15,8078
1726,5,15,728
1727,5,15,152
1728,5,15,11703
1729,5,15,643
1730,5,15,2295
1731,5,15,482
1732,6,15,13235
1733,6,15,168
1734,6,15,8228
1735,6,15,5099
1736,6,15,128
1737,6,15,12813
1738,6,15,0
1739,6,15,23977
1740,6,15,2091
1741,6,15,267
1742,6,15,2734
1743,6,15,219
1744,6,15,26468
1745,6,15,68
1746,6,15,3041
1747,6,15,7106
1748,6,15,4961
1749,6,15,45224
1750,6,15,1156
1751,6,15,124
1752,6,15,106
1753,6,15,211
1754,6,15,111
1755,6,15,34
1756,6,15,492
1757,6,15,160
1758,6,15,22180
1759,6,15,14842
1760,6,15,5329
1761,6,15,579
1762,6,15,1758
1763,6,15,73
1764,6,15,46
1765,6,15,524
1766,6,15,236
1767,6,15,301
1768,6,15,944
1769,6,15,385
1770,6,15,294
1771,6,15,282
1772,6,15,453
1773,6,15,225
1774,6,15,3966
1775,6,15,135273
1776,6,15,0
1777,6,15,114
1778,6,15,16338
1779,6,15,4794
1780,6,15,45
1781,6,15,152
1782,6,15,72
1783,6,15,896
1784,6,15,64
1785,6,15,312
1786,6,15,1171
1787,6,15,28793
1788,6,15,121
1789,6,15,831
1790,6,15,6998
1791,6,15,33396
1792,6,15,230
1793,6,15,13827
1794,6,15,1524
1795,6,15,533
1796,6,15,328
1797,6,15,282
1798,6,15,12122
1799,6,15,7311
1800,6,15,1263
1801,6,15,3951
1802,6,15,925
1803,6,15,159
1804,6,15,548
1805,6,15,2061
1806,6,15,2060
1807,6,15,107
1808,6,15,1081
1809,6,15,173
1810,6,15,884
1811,6,15,41
1812,6,15,253
1813,6,15,640
1814,6,15,150
1815,6,15,55576
1816,6,15,77
1817,6,15,57
1818,6,15,106
1819,6,15,293
1820,6,15,73
1821,6,15,89
1822,6,15,55
1823,6,15,2134
1824,6,15,3057
1825,6,15,356
1826,6,15,1833
1827,6,15,1621
1828,6,15,2387
1829,6,15,19085
1830,6,15,10299
1831,6,15,688
1832,6,15,153
1833,6,15,64
1834,6,15,145
1835,6,15,52
1836,6,15,109
1837,6,15,956
1838,6,15,169
1839,6,15,44
1840,6,15,98
1841,6,15,2469
1842,6,15,59
1843,6,15,99
1844,6,15,54
1845,6,15,1639
1846,6,15,17154
1847,6,15,221
1848,6,15,231
1849,6,15,71
1850,6,15,48
1851,6,15,1441
1852,6,15,359
1853,6,15,251
1854,6,15,3498
1855,6,15,6279
1856,6,15,244
1857,6,15,520
1858,6,15,3470
1859,6,15,56
1860,6,15,201
1861,6,15,118
1862,6,15,216
1863,6,15,195
1864,6,15,723
1865,6,15,1891
1866,6,15,1345
1867,6,15,279
1868,6,15,85
1869,6,15,143
1870,6,15,367
1871,6,15,276
1872,6,15,274
1873,6,15,76
1874,6,15,1496
1875,6,15,714
1876,6,15,187
1877,6,15,256
1878,6,15,1215
1879,6,15,150
1880,6,15,826
1881,6,15,22859
1882,6,15,6869
1883,6,15,922
1884,6,15,293
1885,6,15,191
1886,6,15,410
1887,6,15,544
1888,6,15,921
1889,6,15,196
1890,6,15,87
1891,6,15,279
1892,6,15,575
1893,6,15,1999
1894,6,15,1627
1895,6,15,184
1896,6,15,394
1897,6,15,211
1898,6,15,151
1899,6,15,223
1900,6,15,390
1901,6,15,127
1902,6,15,49
1903,6,15,1196
1904,6,15,943
1905,6,15,1188
1906,6,15,1030
1907,6,15,122
1908,6,15,42
1909,6,15,69
1910,6,15,56
1911,6,15,49
1912,6,15,21114
1913,6,15,1159
1914,6,15,1004
1915,6,15,1572
1916,6,15,1586
1917,6,15,2713
1918,6,15,585
1919,6,15,256
1920,6,15,433
1921,6,15,35
1922,6,15,71
1923,6,15,29
1924,6,15,497
1925,6,15,24
1926,6,15,651
1927,6,15,96
1928,7,15,37976
1929,7,15,8797
1930,7,15,8483
1931,7,15,1785
1932,7,15,11762
1933,7,15,6749
1934,7,15,42079
1935,7,15,16312
1936,7,15,3481
1937,7,15,4562
1938,7,15,2904
1939,7,15,1584
1940,7,15,9533
1941,7,15,3597
1942,7,15,57454
1943,7,15,25583
1944,7,15,3391
1945,7,15,5754
1946,7,15,6578
1947,7,15,6091
1948,7,15,1177
1949,7,15,773
1950,7,15,916
1951,7,15,254
1952,7,15,3420
1953,7,15,3842
1954,7,15,1033
1955,7,15,930
1956,7,15,719
1957,7,15,4512
1958,7,15,284
1959,7,15,1359
1960,7,15,149
1961,7,15,4563
1962,7,15,2554
1963,7,15,544
1964,7,15,1565
1965,7,15,975
1966,7,15,867
1967,7,15,1339
1968,7,15,2423
1969,7,15,438
1970,7,15,234
1971,7,15,10906
1972,7,15,757
1973,7,15,4265
1974,7,15,1560
1975,7,15,2033
1976,7,15,502
1977,7,15,19
1978,7,15,6647
1979,7,15,220
1980,7,15,1592
1981,7,15,1301
1982,7,15,971
1983,7,15,1373
1984,7,15,2784
1985,7,15,1696
1986,7,15,741
1987,7,15,4761
1988,7,15,1932
1989,7,15,2749
1990,7,15,1106
1991,7,15,45
1992,7,15,12
1993,7,15,37
1994,7,15,54
1995,7,15,53
1996,7,15,591
1997,7,15,163
1998,7,15,1641
1999,7,15,23
2000,7,15,129
2001,7,15,925
2002,7,15,80
2003,7,15,43
2004,7,15,494
2005,7,15,1757
2006,7,15,1000
2007,7,15,85
2008,7,15,758
2009,7,15,837
2010,7,15,166
2011,7,15,404
2012,7,15,436
2013,7,15,106
2014,7,15,605
2015,7,15,398
2016,7,15,286
2017,7,15,247
2018,7,15,1782
2019,7,15,1584
2020,7,15,2316
2021,7,15,869
2022,7,15,4779
2023,7,15,908
2024,7,15,808
2025,7,15,1286
2026,7,15,397
2027,7,15,714
2028,7,15,1292
2029,7,15,2503
2030,7,15,1080
2031,7,15,310
2032,7,15,153
2033,7,15,930
2034,7,15,1079
2035,7,15,99
2036,7,15,1073
2037,7,15,2551
2038,7,15,525
2039,7,15,997
2040,7,15,318
2041,7,15,1453
2042,7,15,412
2043,7,15,371
2044,7,15,176
2045,7,15,272
2046,7,15,1048
2047,7,15,160
2048,7,15,1292
2049,7,15,140
2050,7,15,284
2051,7,15,242
2052,7,15,675
2053,7,15,712
2054,7,15,191
2055,7,15,732
2056,7,15,365
2057,7,15,1148
2058,7,15,669
2059,7,15,36
2060,7,15,2461
2061,7,15,245
2062,7,15,287
2063,7,15,567
2064,7,15,310
2065,7,15,76
2066,7,15,71
2067,7,15,70
2068,7,15,1944
2069,7,15,1540
2070,7,15,269
2071,7,15,1337
2072,7,15,80
2073,7,15,286
2074,7,15,730
2075,7,15,6939
2076,7,15,550
2077,7,15,160
2078,7,15,311
2079,7,15,4015
2080,7,15,721
2081,7,15,445
2082,7,15,5085
2083,7,15,716
2084,7,15,369
2085,7,15,94
2086,7,15,701
2087,7,15,484
2088,7,15,527
2089,7,15,593
2090,7,15,700
2091,7,15,1763
2092,7,15,633
2093,7,15,1132
2094,7,15,852
2095,7,15,0
2096,7,15,2512
2097,7,15,416
2098,7,15,427
2099,7,15,514
2100,7,15,5583
2101,7,15,212
2102,8,15,7330
2103,8,15,11403
2104,8,15,3872
2105,8,15,3791
2106,8,15,1119
2107,8,15,3993
2108,8,15,9466
2109,8,15,23671
2110,8,15,12278
2111,8,15,19823
2112,8,15,3699
2113,8,15,9679
2114,8,15,2928
2115,8,15,4732
2116,8,15,5425
2117,8,15,7914
2118,8,15,3892
2119,8,15,1067
2120,8,15,1462
2121,9,15,146366
2122,10,15,34881
2123,10,15,4704
2124,10,15,26772
2125,10,15,4941
2126,10,15,76493
2127,10,15,285351
2128,10,15,2737
2129,10,15,21896
2130,10,15,16193
2131,10,15,25957
2132,10,15,53875
2133,10,15,11331
2134,10,15,432065
2135,10,15,8832
2136,10,15,2922
2137,10,15,149353
2138,10,15,52213
2139,10,15,12942
2140,10,15,2821
2141,10,15,15380
2142,10,15,5081
2143,10,15,2248
2144,10,15,2137
2145,10,15,3916
2146,10,15,8428
2147,10,15,11032
2148,10,15,22701
2149,10,15,18124
2150,10,15,299615
2151,10,15,3956
2152,10,15,18862
2153,10,15,9464
2154,10,15,2826
2155,10,15,1514
2156,10,15,38548
2157,10,15,104326
2158,10,15,34321
2159,10,15,7623
2160,10,15,3054
2161,10,15,5387
2162,10,15,52359
2163,10,15,57777
2164,10,15,17893
2165,10,15,10684
2166,10,15,9368
2167,10,15,27629
2168,10,15,9244
2169,10,15,213259
2170,10,15,58307
2171,10,15,186292
2172,10,15,71492
2173,10,15,124690
2174,10,15,125314
2175,10,15,19167
2176,10,15,17483
2177,10,15,45043
2178,10,15,22458
2179,10,15,38826
2180,10,15,52273
2181,10,15,7445
2182,10,15,9420
2183,10,15,6309
2184,10,15,2718
2185,10,15,69002
2186,10,15,4754
2187,10,15,8332
2188,10,15,5681
2189,11,15,3853
2190,11,15,2432
2191,11,15,2364
2192,11,15,669
2193,11,15,8974
2194,11,15,2577
2195,11,15,10747
2196,11,15,12087
2197,11,15,4402
2198,11,15,4614
2199,11,15,4817
2200,11,15,49236
2201,11,15,3064
2202,11,15,4346
2203,11,15,4762
2204,11,15,5167
2205,11,15,9824
2206,11,15,1714
2207,11,15,10542
2208,11,15,3859
2209,11,15,1152
2210,11,15,885
2211,11,15,13666
2212,11,15,3641
2213,11,15,14551
2214,11,15,5520
2215,11,15,7424
2216,11,15,2191
2217,11,15,46332
2218,11,15,1950
2219,11,15,2932
2220,11,15,846
2221,11,15,22301
2222,11,15,21350
2223,11,15,1208
2224,11,15,919
2225,11,15,67759
2226,11,15,1392
2227,11,15,83571
2228,11,15,10236
2229,11,15,11156
2230,11,15,13726
2231,11,15,12355
2232,11,15,3590
2233,11,15,14702
2234,11,15,2041
2235,11,15,7276
2236,11,15,1986
2237,11,15,2352
2238,11,15,9334
2239,11,15,1906
2240,11,15,125893
2241,11,15,4464
2242,11,15,2079
2243,11,15,2152
2244,11,15,29821
2245,11,15,25807
2246,11,15,3501
2247,11,15,1108
2248,11,15,6645
2249,11,15,3824
2250,11,15,6521
2251,11,15,2865
2252,11,15,3218
2253,11,15,10869
2254,11,15,9411
2255,11,15,8780
2256,11,15,1249
2257,11,15,15398
2258,11,15,3315
2259,11,15,107200
2260,11,15,69812
2261,11,15,2781
2262,11,15,4740
2263,11,15,674
2264,11,15,553
2265,11,15,14303
2266,11,15,3923
2267,11,15,6762
2268,11,15,6487
2269,11,15,4431
2270,11,15,2708
2271,11,15,140320
2272,11,15,6411
2273,11,15,9169
2274,11,15,24849
2275,11,15,4299
2276,11,15,1138
2277,11,15,3486
2278,11,15,2840
2279,11,15,4048
2280,11,15,1905
2281,11,15,29250
2282,11,15,26303
2283,11,15,2015
2284,11,15,1303
2285,11,15,6475
2286,11,15,1499
2287,11,15,3206
2288,11,15,4065
2289,11,15,4439
2290,11,15,2658
2291,11,15,1904
2292,11,15,5049
2293,11,15,3086
2294,11,15,2264
2295,11,15,6170
2296,11,15,5443
2297,11,15,3766
2298,11,15,21996
2299,11,15,1555
2300,11,15,4762
2301,11,15,11198
2302,11,15,9024
2303,11,15,1989
2304,11,15,3382
2305,11,15,4806
2306,11,15,688
2307,11,15,2067
2308,11,15,2900
2309,11,15,4580
2310,11,15,2314
2311,11,15,4716
2312,11,15,1569
2313,11,15,1924
2314,11,15,3609
2315,11,15,3248
2316,11,15,1582
2317,11,15,2491
2318,11,15,9031
2319,11,15,41007
2320,11,15,20952
2321,11,15,2871
2322,11,15,1725
2323,11,15,17310
2324,11,15,4515
2325,11,15,1034
2326,11,15,4111
2327,11,15,3956
2328,11,15,1876
2329,11,15,8585
2330,11,15,1913
2331,11,15,5155
2332,11,15,1122
2333,11,15,2691
2334,11,15,3117
2335,11,15,49957
2336,11,15,16271
2337,11,15,980
2338,11,15,3219
2339,11,15,2412
2340,11,15,13519
2341,11,15,928
2342,11,15,4628
2343,11,15,1064
2344,11,15,8605
2345,11,15,456
2346,11,15,1019
2347,11,15,345
2348,11,15,4883
2349,11,15,2049
2350,11,15,2820
2351,11,15,2906
2352,11,15,6813
2353,11,15,4018
2354,11,15,11100
2355,11,15,5555
2356,11,15,2969
2357,11,15,1035
2358,11,15,1414
2359,11,15,2195
2360,11,15,12848
2361,11,15,2745
2362,11,15,2995
2363,11,15,3089
2364,11,15,6602
2365,11,15,556
2366,11,15,9268
2367,11,15,11265
2368,11,15,1230
2369,11,15,8120
2370,11,15,1184
2371,11,15,1239
2372,11,15,4631
2373,11,15,865
2374,11,15,5954
2375,11,15,509
2376,11,15,1555
2377,11,15,4618
2378,11,15,2137
2379,11,15,10551
2380,11,15,14549
2381,11,15,2414
2382,11,15,2974
2383,11,15,3444
2384,11,15,4394
2385,12,15,259390
2386,13,15,19060
2387,13,15,4829
2388,13,15,16181
2389,13,15,337
2390,13,15,292
2391,13,15,967
2392,13,15,12105
2393,13,15,835
2394,13,15,847
2395,13,15,1788
2396,13,15,984
2397,13,15,4899
2398,13,15,435
2399,13,15,1483
2400,13,15,1213
2401,13,15,1837
2402,13,15,443
2403,13,15,297
2404,13,15,335
2405,13,15,1705
2406,13,15,3226
2407,13,15,6317
2408,13,15,7045
2409,13,15,53
2410,13,15,1696
2411,13,15,377
2412,13,15,158
2413,13,15,8149
2414,13,15,555
2415,13,15,2688
2416,13,15,15652
2417,13,15,421
2418,13,15,1137
2419,13,15,817
2420,13,15,18
2421,13,15,7108
2422,13,15,469
2423,13,15,167
2424,13,15,402
2425,13,15,4679
2426,13,15,253
2427,13,15,2007
2428,13,15,681
2429,13,15,281
2430,13,15,627
2431,13,15,4569
2432,13,15,15
2433,13,15,1775
2434,13,15,877
2435,13,15,1916
2436,13,15,2297
2437,13,15,178
2438,13,15,1282
2439,13,15,333
2440,13,15,1073
2441,13,15,434
2442,13,15,840
2443,13,15,2519
2444,13,15,3001
2445,13,15,602
2446,13,15,589
2447,13,15,3355
2448,13,15,544
2449,13,15,292
2450,13,15,3122
2451,13,15,4078
2452,13,15,7520
2453,13,15,150
2454,13,15,420
2455,13,15,1984
2456,13,15,376
2457,13,15,232
2458,13,15,254
2459,13,15,160
2460,13,15,1282
2461,13,15,1118
2462,13,15,173
2463,13,15,164
2464,13,15,267
2465,13,15,592
2466,13,15,225
2467,13,15,4971
2468,13,15,1185
2469,13,15,4208
2470,13,15,170
2471,13,15,3738
2472,13,15,3433
2473,13,15,663
2474,13,15,440
2475,13,15,958
2476,13,15,1330
2477,13,15,18
2478,13,15,1211
2479,13,15,1943
2480,13,15,780
2481,13,15,1875
2482,13,15,23
2483,13,15,139
2484,13,15,64
2485,13,15,1465
2486,13,15,150
2487,13,15,738
2488,13,15,1540
2489,13,15,1829
2490,13,15,325
2491,13,15,655
2492,13,15,1113
2493,13,15,598
2494,13,15,1160
2495,13,15,0
2496,13,15,7884
2497,13,15,375
2498,13,15,1051
2499,13,15,147
2500,13,15,156
2501,13,15,1651
2502,14,15,586
2503,14,15,335
2504,14,15,387
2505,14,15,409
2506,14,15,8451
2507,14,15,2162
2508,14,15,50
2509,14,15,103
2510,14,15,1280
2511,14,15,814
2512,14,15,164
2513,14,15,482
2514,14,15,1435
2515,14,15,5967
2516,14,15,1
2517,14,15,930
2518,14,15,339
2519,14,15,15
2520,14,15,32
2521,14,15,425
2522,14,15,165
2523,14,15,107
2524,14,15,245
2525,14,15,70
2526,14,15,63
2527,14,15,33
2528,14,15,773
2529,14,15,266
2530,14,15,472
2531,14,15,796
2532,14,15,7
2533,14,15,1695
2534,14,15,111
2535,14,15,354
2536,14,15,242
2537,14,15,1643
2538,14,15,0
2539,14,15,515
2540,14,15,1876
2541,14,15,179
2542,14,15,330
2543,14,15,77
2544,14,15,394
2545,14,15,1674
2546,14,15,900
2547,14,15,12487
2548,14,15,91
2549,14,15,246
2550,14,15,140
2551,14,15,2326
2552,14,15,806
2553,14,15,115
2554,14,15,200
2555,14,15,50
2556,14,15,223
2557,14,15,6300
2558,14,15,302
2559,14,15,383
2560,14,15,140
2561,14,15,117
2562,14,15,1205
2563,14,15,283
2564,14,15,1453
2565,14,15,93
2566,14,15,3186
2567,14,15,820
2568,14,15,706
2569,14,15,425
2570,14,15,200
2571,14,15,916
2572,14,15,504
2573,14,15,66
2574,14,15,57
2575,14,15,234
2576,14,15,110
2577,14,15,42
2578,14,15,656
2579,14,15,374
2580,14,15,40
2581,14,15,66
2582,14,15,93
2583,14,15,165
2584,14,15,221
2585,14,15,686
2586,14,15,1570
2587,14,15,3342
2588,14,15,233
2589,14,15,207
2590,14,15,7055
2591,14,15,966
2592,14,15,1817
2593,14,15,2076
2594,14,15,6537
2595,14,15,187
2596,14,15,219
2597,14,15,2890
2598,14,15,3938
2599,14,15,2655
2600,14,15,3774
2601,14,15,4156
2602,14,15,6639
2603,14,15,4392
2604,14,15,4337
2605,14,15,611
2606,14,15,2428
2607,14,15,2494
2608,14,15,382
2609,14,15,1755
2610,14,15,229
2611,14,15,1771
2612,14,15,1615
2613,14,15,1275
2614,14,15,2680
2615,14,15,338
2616,14,15,5382
2617,14,15,1566
2618,14,15,18989
2619,14,15,397
2620,14,15,1274
2621,14,15,1398
2622,14,15,5040
2623,14,15,3893
2624,14,15,3329
2625,14,15,185
2626,14,15,5746
2627,14,15,2163
2628,14,15,6884
2629,14,15,2719
2630,14,15,1182
2631,14,15,299
2632,14,15,327
2633,14,15,1080
2634,14,15,1229
2635,14,15,749
2636,14,15,1088
2637,14,15,994
2638,14,15,2547
2639,14,15,348
2640,14,15,2315
2641,14,15,194
2642,14,15,247
2643,14,15,3814
2644,14,15,1393
2645,14,15,463
2646,14,15,890
2647,14,15,1275
2648,14,15,10335
2649,14,15,528
2650,14,15,1964
2651,14,15,93
2652,14,15,1709
2653,14,15,195
2654,14,15,898
2655,14,15,1104
2656,14,15,1280
2657,14,15,2363
2658,14,15,908
2659,14,15,1272
2660,14,15,2607
2661,14,15,404
2662,14,15,391
2663,14,15,1213
2664,14,15,1789
2665,14,15,760
2666,14,15,3504
2667,14,15,2213
2668,14,15,318
2669,14,15,3968
2670,14,15,3077
2671,14,15,6924
2672,14,15,1825
2673,14,15,217
2674,14,15,862
2675,14,15,1534
2676,14,15,241
2677,14,15,3491
2678,14,15,648
2679,14,15,2737
2680,14,15,855
2681,14,15,2276
2682,14,15,2659
2683,14,15,2872
2684,14,15,2097
2685,14,15,10289
2686,14,15,6603
2687,14,15,206
2688,14,15,1018
2689,14,15,3154
2690,14,15,1455
2691,14,15,186
2692,14,15,39
2693,14,15,116
2694,14,15,2152
2695,14,15,1000
2696,14,15,3538
2697,14,15,902
2698,14,15,818
2699,14,15,2592
2700,14,15,2062
2701,14,15,617
2702,14,15,475
2703,14,15,191
2704,14,15,350
2705,14,15,424
2706,14,15,514
2707,14,15,8506
2708,14,15,1331
2709,14,15,1633
2710,14,15,983
2711,14,15,1230
2712,14,15,1848
2713,14,15,3070
2714,14,15,1431
2715,14,15,1994
2716,14,15,1251
2717,14,15,131
2718,14,15,3554
2719,14,15,332
2720,14,15,5996
2721,14,15,2115
2722,14,15,352
2723,14,15,297
2724,14,15,130
2725,14,15,2182
2726,14,15,391
2727,14,15,5209
2728,14,15,308
2729,14,15,1191
2730,14,15,533
2731,14,15,592
2732,14,15,775802
2733,14,15,3
2734,14,15,2353
2735,14,15,2913
2736,14,15,4000
2737,14,15,5390
2738,14,15,4424
2739,14,15,547
2740,14,15,530
2741,14,15,393
2742,14,15,41
2743,14,15,702
2744,14,15,28
2745,14,15,663
2746,14,15,1723
2747,14,15,6112
2748,14,15,1090
2749,14,15,8477
2750,14,15,11058
2751,14,15,811
2752,14,15,604
2753,14,15,1161
2754,14,15,236
2755,14,15,365
2756,14,15,253
2757,14,15,671
2758,14,15,494
2759,14,15,6217
2760,14,15,970
2761,14,15,532
2762,14,15,427
2763,14,15,1658
2764,14,15,425
2765,14,15,459
2766,14,15,1849
2767,14,15,697
2768,14,15,51
2769,14,15,129
2770,14,15,1249
2771,14,15,483
2772,14,15,406
2773,14,15,748
2774,14,15,353
2775,14,15,302
2776,14,15,4569
2777,14,15,151
2778,14,15,1084
2779,14,15,2568
2780,14,15,233
2781,14,15,40
2782,14,15,835
2783,14,15,357
2784,14,15,3418
2785,14,15,1623
2786,14,15,2435
2787,14,15,2121
2788,14,15,9319
2789,14,15,2967
2790,14,15,886
2791,14,15,2553
2792,14,15,121
2793,14,15,1265
2794,14,15,1275
2795,14,15,146
2796,14,15,1292
2797,14,15,699
2798,14,15,1061
2799,14,15,1212
2800,14,15,850
2801,14,15,2706
2802,14,15,379
2803,14,15,8739
2804,14,15,982
2805,14,15,1855
2806,14,15,1242
2807,14,15,406
2808,14,15,381
2809,14,15,2732
2810,14,15,590
2811,14,15,903
2812,14,15,5545
2813,14,15,955
2814,14,15,7645
2815,14,15,178
2816,14,15,1184
2817,14,15,2718
2818,14,15,8667
2819,14,15,5765
2820,14,15,584
2821,14,15,1236
2822,14,15,217
2823,14,15,179
2824,14,15,913
2825,14,15,67
2826,14,15,264
2827,14,15,367
2828,14,15,422
2829,14,15,463
2830,14,15,224
2831,14,15,210
2832,14,15,1614
2833,14,15,544
2834,14,15,447
2835,14,15,489
2836,14,15,547
2837,14,15,1351
2838,14,15,62
2839,14,15,0
2840,14,15,543
2841,14,15,945
2842,14,15,580
2843,14,15,847
2844,14,15,77
2845,14,15,1073
2846,14,15,529
2847,14,15,201
2848,14,15,624
2849,14,15,279
2850,14,15,2104
2851,14,15,633
2852,14,15,912
2853,14,15,2833
2854,14,15,270
2855,14,15,1996
2856,14,15,666
2857,14,15,370
2858,14,15,200
2859,14,15,273
2860,14,15,362
2861,14,15,627
2862,14,15,443
2863,14,15,245
2864,14,15,963
2865,14,15,102
2866,14,15,896
2867,14,15,122
2868,14,15,144
2869,14,15,157
2870,14,15,1094
2871,14,15,184
2872,14,15,193
2873,14,15,730
2874,14,15,27
2875,14,15,434
2876,14,15,40
2877,14,15,0
2878,14,15,2661
2879,14,15,790
2880,14,15,471
2881,14,15,234
2882,14,15,393
2883,14,15,168
2884,14,15,227
2885,14,15,189
2886,14,15,175
2887,14,15,280
2888,14,15,610
2889,14,15,567
2890,14,15,297
2891,14,15,129
2892,14,15,270
2893,14,15,417
2894,14,15,382
2895,14,15,796
2896,14,15,1912
2897,14,15,373
2898,14,15,417
2899,14,15,1982
2900,14,15,709
2901,14,15,144
2902,14,15,75
2903,14,15,192
2904,14,15,929
2905,14,15,364
2906,14,15,44
2907,14,15,614
2908,14,15,1132
2909,14,15,2207
2910,14,15,219
2911,14,15,416
2912,14,15,155
2913,14,15,697
2914,14,15,750
2915,14,15,129
2916,14,15,4605
2917,14,15,2408
2918,14,15,1037
2919,14,15,3102
2920,14,15,288
2921,14,15,257
2922,14,15,166
2923,14,15,101
2924,14,15,181
2925,14,15,117
2926,14,15,135
2927,14,15,35
2928,14,15,4347
2929,14,15,800
2930,14,15,211
2931,14,15,61
2932,14,15,142
2933,14,15,70
2934,14,15,241
2935,14,15,95
2936,14,15,0
2937,14,15,88
2938,14,15,241
2939,14,15,1675
2940,14,15,100
2941,14,15,595
2942,14,15,495
2943,14,15,664
2944,14,15,544
2945,14,15,281
2946,14,15,0
2947,14,15,150
2948,14,15,80
2949,14,15,110
2950,14,15,165
2951,14,15,412
2952,14,15,157
2953,14,15,254
2954,14,15,2966
2955,14,15,1165
2956,14,15,17690
2957,14,15,21471
2958,14,15,34611
2959,14,15,1965
2960,14,15,5242
2961,14,15,12525
2962,14,15,1602
2963,14,15,538
2964,14,15,109
2965,14,15,0
2966,14,15,149
2967,14,15,1865
2968,14,15,1147
2969,14,15,1478
2970,14,15,268
2971,14,15,1048
2972,14,15,11934
2973,14,15,1046
2974,14,15,1175
2975,14,15,725
2976,14,15,332
2977,14,15,335
2978,14,15,201
2979,14,15,235
2980,14,15,425
2981,14,15,0
2982,14,15,43
2983,14,15,121
2984,14,15,50
2985,14,15,1093
2986,14,15,952
2987,14,15,4820
2988,14,15,5554
2989,14,15,3379
2990,14,15,471
2991,14,15,246
2992,14,15,101
2993,14,15,565
2994,14,15,2632
2995,14,15,47
2996,14,15,1007
2997,14,15,827
2998,14,15,574
2999,14,15,75
3000,14,15,1399
3001,14,15,471
3002,14,15,637
3003,14,15,809
3004,14,15,49
3005,14,15,527
3006,14,15,665
3007,14,15,563
3008,14,15,931
3009,14,15,86
3010,14,15,1763
3011,14,15,291
3012,14,15,936
3013,14,15,1858
3014,14,15,2012
