,State,Year,Total Federal Revenue,Total State Revenue,Employed per 1k,% Employed,Teacher Pay,Pop. Below Poverty Level,Percent of Pop. Below Poverty Level,Grdn Bachelor Degree+,Grdn HS Diploma or GED,Grdn No HS Diploma,Grdn Some College,Student/Teacher Ratio,Teen Preg. Rate (State),Dropouts,Food Insecurity Rate,Child food insecurity rate
325,Oklahoma,2010,247217.0,736525.0,62.0,29.6,49039.0,226679.0,24.7,623.0,933.0,472.0,826.0,15.99,50.4,16000.0,0.16536363636363627,0.25924675324675317
326,Oklahoma,2011,234111.0,768713.0,52.0,27.7,44156.0,215804.0,23.4,659.0,943.0,510.0,811.0,16.11,47.8,13000.0,0.15093506493506495,0.24493506493506478
327,Oklahoma,2012,204682.0,779000.0,53.0,29.3,44128.0,221623.0,24.1,686.0,944.0,404.0,924.0,16.12,47.3,14000.0,0.15485714285714286,0.2503246753246753
328,Oklahoma,2013,193393.0,841875.0,55.0,29.4,44277.0,223114.0,24.0,614.0,958.0,451.0,894.0,16.24,42.9,13000.0,0.16002597402597396,0.2587012987012988
329,Oklahoma,2014,186551.0,867512.0,53.0,24.5,44628.0,208310.0,22.4,585.0,1002.0,547.0,798.0,16.36,38.5,12000.0,0.15719480519480522,0.2447792207792207
330,Oklahoma,2015,184718.0,908963.0,59.0,30.1,44921.0,208993.0,22.2,664.0,939.0,529.0,803.0,16.32,34.8,11000.0,0.15354545454545454,0.23048051948051956
331,Oklahoma,2016,175379.0,940989.0,57.0,28.6,45245.0,216713.0,22.9,681.0,1035.0,497.0,886.0,16.89,33.4,12000.0,0.15370129870129876,0.22859740259740274
332,Oklahoma,2017,177415.0,990856.0,61.0,29.0,45678.0,202674.0,21.5,833.0,975.0,518.0,787.0,16.71,29.7,12000.0,0.15031168831168834,0.2225324675324675
334,Oregon,2010,1058473.0,3377539.0,54.0,29.2,56387.0,183859.0,21.6,818.0,915.0,472.0,906.0,20.3,28.2,13000.0,0.16391666666666665,0.2793055555555555
335,Oregon,2011,1041572.0,3338715.0,52.0,28.1,57348.0,199489.0,23.6,851.0,845.0,395.0,960.0,21.21,25.8,10000.0,0.1569722222222222,0.2671666666666667
336,Oregon,2012,848254.0,3586738.0,54.0,28.0,58758.0,195093.0,23.0,910.0,786.0,405.0,1034.0,22.25,23.8,8000.0,0.15458333333333332,0.2668611111111111
337,Oregon,2013,814137.0,3819285.0,52.0,25.3,58597.0,182088.0,21.6,843.0,854.0,432.0,1037.0,22.18,21.6,9000.0,0.1531944444444445,0.26908333333333334
338,Oregon,2014,812536.0,3902923.0,52.0,26.2,59811.0,181714.0,21.6,878.0,877.0,429.0,1041.0,21.59,20.0,12000.0,0.1528888888888889,0.25802777777777774
339,Oregon,2015,836137.0,4094766.0,54.0,26.1,60064.0,170659.0,20.3,921.0,857.0,479.0,996.0,19.82,19.0,8000.0,0.1444722222222222,0.23947222222222223
340,Oregon,2016,840786.0,4262164.0,55.0,27.0,61631.0,144361.0,17.0,971.0,817.0,455.0,1061.0,19.46,16.6,10000.0,0.13577777777777778,0.221
341,Oregon,2017,854322.0,4624270.0,65.0,36.5,63143.0,141151.0,16.5,1065.0,819.0,458.0,1069.0,20.33,15.0,8000.0,0.1295555555555555,0.20461111111111108
343,Pennsylvania,2010,250554.0,398601.0,232.0,33.0,60536.0,522189.0,19.1,2374.0,3831.0,1774.0,2171.0,13.8,27.0,33000.0,0.13225373134328358,0.20370149253731346
344,Pennsylvania,2011,262395.0,374648.0,267.0,38.2,62215.0,531993.0,19.6,2533.0,3815.0,1615.0,2329.0,14.21,24.9,30000.0,0.12397014925373136,0.1970298507462687
345,Pennsylvania,2012,212615.0,395054.0,217.0,34.8,63521.0,532166.0,19.7,2652.0,3832.0,1593.0,2407.0,14.32,23.7,31000.0,0.127820895522388,0.2066865671641791
346,Pennsylvania,2013,194731.0,408009.0,201.0,31.5,64072.0,516390.0,19.4,2738.0,3804.0,1482.0,2410.0,14.47,20.9,27000.0,0.13149253731343283,0.2153582089552238
347,Pennsylvania,2014,186216.0,413544.0,214.0,33.8,64717.0,514292.0,19.4,2932.0,3781.0,1506.0,2305.0,14.28,19.3,27000.0,0.12368656716417911,0.19934328358208955
348,Pennsylvania,2015,206853.0,425614.0,229.0,35.3,64991.0,512793.0,19.4,2900.0,3609.0,1510.0,2402.0,14.21,17.7,28000.0,0.12053731343283586,0.1845671641791045
349,Pennsylvania,2016,196644.0,438629.0,240.0,35.8,65863.0,486029.0,18.5,3015.0,3528.0,1483.0,2383.0,14.1,15.8,26000.0,0.11983582089552239,0.1809253731343283
350,Pennsylvania,2017,200076.0,534504.0,227.0,34.3,67398.0,444486.0,17.0,2979.0,3563.0,1347.0,2471.0,14.16,14.8,29000.0,0.11483582089552237,0.1757313432835821
352,Rhode Island,2010,7984614.0,18899565.0,22.0,33.5,60923.0,42221.0,19.0,233.0,229.0,166.0,218.0,12.83,22.3,3000.0,0.13920000000000002,0.1852
353,Rhode Island,2011,7818075.0,19623258.0,19.0,31.7,62186.0,47127.0,21.9,234.0,248.0,161.0,219.0,12.52,21.3,3000.0,0.13119999999999998,0.17779999999999999
354,Rhode Island,2012,6140296.0,19801928.0,20.0,36.1,63474.0,41635.0,19.5,240.0,247.0,171.0,204.0,14.43,19.9,3000.0,0.1326,0.1898
355,Rhode Island,2013,5695947.0,18873046.0,18.0,31.1,64696.0,44923.0,21.5,264.0,224.0,153.0,219.0,14.46,17.7,2000.0,0.1326,0.1982
356,Rhode Island,2014,5643178.0,20510815.0,19.0,32.4,65918.0,41629.0,19.8,280.0,226.0,157.0,210.0,14.99,15.8,2000.0,0.1246,0.1848
357,Rhode Island,2015,5830972.0,20967429.0,19.0,34.5,66197.0,40566.0,19.4,272.0,228.0,161.0,221.0,13.36,14.3,2000.0,0.11639999999999999,0.16699999999999998
358,Rhode Island,2016,5953348.0,22004299.0,20.0,36.8,66477.0,35106.0,17.0,262.0,237.0,156.0,219.0,13.3,12.9,2000.0,0.1116,0.15720000000000003
359,Rhode Island,2017,5966469.0,20994710.0,,,66758.0,33858.0,16.6,314.0,217.0,137.0,221.0,13.38,11.4,2000.0,0.1042,0.15420000000000003
361,South Carolina,2010,570301.0,2171889.0,52.0,22.0,49434.0,277722.0,26.1,795.0,1187.0,730.0,904.0,16.05,42.6,17000.0,0.20404347826086958,0.2684782608695652
362,South Carolina,2011,500782.0,2058112.0,63.0,26.9,48176.0,296759.0,27.8,764.0,1175.0,695.0,1035.0,15.54,39.1,18000.0,0.19563043478260872,0.2599347826086956
363,South Carolina,2012,426702.0,2158049.0,53.0,21.9,47924.0,287664.0,26.9,848.0,1153.0,654.0,1040.0,15.31,36.6,15000.0,0.18797826086956518,0.2575217391304347
364,South Carolina,2013,409774.0,2235917.0,55.0,23.1,48425.0,291832.0,27.5,938.0,1167.0,693.0,975.0,15.49,31.6,13000.0,0.1796521739130435,0.2528260869565217
365,South Carolina,2014,385210.0,2363055.0,55.0,26.1,48709.0,288564.0,27.1,974.0,1207.0,626.0,972.0,15.29,28.5,10000.0,0.17773913043478262,0.2397608695652173
366,South Carolina,2015,400213.0,2358651.0,56.0,23.1,48542.0,256179.0,24.0,842.0,1263.0,664.0,1066.0,15.2,26.2,10000.0,0.17165217391304347,0.22310869565217395
367,South Carolina,2016,394060.0,2533573.0,68.0,28.5,48598.0,248595.0,23.0,1028.0,1075.0,666.0,1115.0,15.19,23.7,13000.0,0.16086956521739126,0.2064130434782609
368,South Carolina,2017,423415.0,2674551.0,84.0,29.8,51027.0,245023.0,22.6,1159.0,993.0,646.0,1188.0,14.82,21.7,11000.0,0.15378260869565213,0.19767391304347823
370,South Dakota,2010,173528.0,1326528.0,20.0,43.2,35201.0,35960.0,18.2,147.0,194.0,100.0,191.0,13.26,34.9,4000.0,0.12312121212121209,0.17892424242424237
371,South Dakota,2011,106823.0,1329172.0,18.0,43.2,39850.0,35793.0,18.2,148.0,194.0,93.0,196.0,13.84,34.3,2000.0,0.12387878787878788,0.1851212121212121
372,South Dakota,2012,124451.0,1372320.0,18.0,45.2,39580.0,34901.0,17.5,149.0,200.0,97.0,196.0,13.98,33.3,1000.0,0.12592424242424244,0.1958939393939394
373,South Dakota,2013,114697.0,1431621.0,20.0,46.9,40023.0,37739.0,18.6,160.0,189.0,93.0,213.0,13.76,29.1,2000.0,0.12883333333333336,0.2023939393939394
374,South Dakota,2014,102434.0,1495453.0,18.0,44.4,40661.0,37127.0,18.0,166.0,187.0,87.0,220.0,13.83,26.2,2000.0,0.12769696969696973,0.2000757575757576
375,South Dakota,2015,105333.0,1546600.0,,,42025.0,37247.0,18.1,167.0,196.0,87.0,220.0,13.93,26.4,3000.0,0.12577272727272729,0.18831818181818177
376,South Dakota,2016,111891.0,1614518.0,,,42668.0,35460.0,16.9,172.0,194.0,80.0,222.0,13.94,25.1,2000.0,0.11984848484848487,0.175060606060606
377,South Dakota,2017,110164.0,1629689.0,,,47944.0,34442.0,16.6,171.0,216.0,95.0,194.0,14.02,22.6,2000.0,0.12231818181818185,0.18040909090909088
379,Tennessee,2010,1532041.0,5489710.0,84.0,25.2,47043.0,377066.0,25.7,1063.0,1690.0,1014.0,1239.0,14.84,43.2,16000.0,0.1675473684210526,0.26578947368421046
380,Tennessee,2011,1427301.0,5351177.0,75.0,23.0,46613.0,385931.0,26.3,1113.0,1740.0,977.0,1268.0,15.06,40.8,13000.0,0.15812631578947361,0.2603157894736843
381,Tennessee,2012,1365551.0,5564504.0,99.0,30.0,48289.0,379319.0,25.8,1190.0,1681.0,921.0,1300.0,14.96,38.5,12000.0,0.157221052631579,0.25958947368421076
382,Tennessee,2013,1108879.0,5874323.0,91.0,26.8,48049.0,389536.0,26.5,1194.0,1676.0,892.0,1416.0,15.09,34.7,11000.0,0.16561052631578949,0.27424210526315784
383,Tennessee,2014,1009659.0,5994897.0,111.0,28.2,48503.0,384065.0,26.2,1230.0,1651.0,943.0,1349.0,15.24,33.0,14000.0,0.1554947368421052,0.2553263157894738
384,Tennessee,2015,1012205.0,6240349.0,97.0,30.8,48708.0,355175.0,24.2,1320.0,1638.0,955.0,1346.0,15.06,30.5,9000.0,0.14898947368421056,0.23382105263157893
385,Tennessee,2016,1058146.0,6297587.0,98.0,32.9,48456.0,334238.0,22.6,1391.0,1708.0,902.0,1382.0,15.58,28.0,10000.0,0.14093684210526317,0.21659999999999993
386,Tennessee,2017,1131679.0,6565670.0,97.0,31.3,50900.0,314781.0,21.2,1456.0,1727.0,782.0,1448.0,15.65,26.6,12000.0,0.13327368421052632,0.2036842105263158
388,Texas,2010,1400984.0,6931430.0,359.0,25.6,48261.0,1751189.0,25.7,4261.0,5041.0,4653.0,4811.0,14.73,52.2,99000.0,0.1742125984251969,0.2629762845849801
389,Texas,2011,1367629.0,6758505.0,332.0,23.0,49017.0,1829214.0,26.6,4701.0,4888.0,4698.0,5083.0,15.42,46.9,88000.0,0.16249606299212585,0.2594212598425198
390,Texas,2012,1057045.0,7001110.0,355.0,24.9,48110.0,1776664.0,25.8,4772.0,5143.0,4621.0,5227.0,15.51,44.4,79000.0,0.16294094488188982,0.26581496062992127
391,Texas,2013,1042200.0,7159428.0,387.0,26.6,49270.0,1740560.0,25.0,4860.0,5401.0,4475.0,5464.0,15.4,41.0,75000.0,0.16514960629921271,0.27242292490118586
392,Texas,2014,1030232.0,7833024.0,408.0,27.8,50576.0,1728982.0,24.6,5002.0,5403.0,4613.0,5462.0,15.29,37.8,79000.0,0.15662992125984246,0.2598503937007875
393,Texas,2015,1036422.0,8293812.0,389.0,26.2,51758.0,1637308.0,23.0,5418.0,5272.0,4389.0,5660.0,15.26,34.6,71000.0,0.15033858267716543,0.2451653543307087
394,Texas,2016,1097684.0,9211201.0,421.0,26.8,52575.0,1619026.0,22.4,5996.0,5128.0,4317.0,5910.0,15.19,31.0,76000.0,0.1486141732283464,0.23851968503937013
395,Texas,2017,1068053.0,9822674.0,472.0,28.3,53167.0,1524712.0,20.9,5777.0,5639.0,4260.0,5862.0,15.14,27.6,74000.0,0.14470078740157483,0.23171259842519673
397,Utah,2010,513794.0,1677745.0,58.0,36.3,46571.0,135565.0,15.7,509.0,537.0,311.0,683.0,22.8,27.9,10000.0,0.1627586206896552,0.2039655172413793
398,Utah,2011,510256.0,1927726.0,54.0,34.9,48159.0,138024.0,15.9,509.0,544.0,330.0,652.0,23.06,23.1,6000.0,0.15417241379310348,0.19872413793103447
399,Utah,2012,432223.0,2014017.0,66.0,37.0,49393.0,131915.0,15.1,478.0,514.0,358.0,727.0,23.05,23.3,9000.0,0.1520689655172414,0.2066896551724138
400,Utah,2013,383169.0,2027414.0,69.0,41.4,50659.0,130345.0,14.8,540.0,504.0,302.0,748.0,22.96,20.6,7000.0,0.14710344827586208,0.20400000000000004
401,Utah,2014,351957.0,2033948.0,64.0,41.6,45848.0,118789.0,13.3,575.0,552.0,280.0,705.0,23.22,19.4,8000.0,0.14479310344827587,0.19475862068965516
402,Utah,2015,362959.0,1979466.0,77.0,44.7,46042.0,115994.0,12.9,562.0,551.0,307.0,739.0,22.85,17.6,7000.0,0.1428965517241379,0.18427586206896548
403,Utah,2016,358068.0,1863062.0,84.0,48.1,47244.0,100801.0,11.1,606.0,549.0,320.0,755.0,22.88,15.6,10000.0,0.1395862068965517,0.17675862068965514
404,Utah,2017,403856.0,1872045.0,90.0,48.9,47604.0,97832.0,10.7,661.0,560.0,331.0,765.0,22.88,15.2,8000.0,0.13413793103448274,0.1703793103448276
406,Vermont,2010,1115342.0,4951919.0,14.0,41.6,50141.0,21143.0,16.7,158.0,167.0,70.0,121.0,11.56,17.9,1000.0,0.12864285714285714,0.18907142857142856
407,Vermont,2011,1002909.0,5226954.0,12.0,37.5,51306.0,18263.0,14.9,160.0,169.0,66.0,125.0,10.75,16.8,1000.0,0.1255,0.18764285714285714
408,Vermont,2012,907311.0,4786356.0,13.0,37.7,52526.0,18816.0,15.5,160.0,162.0,67.0,126.0,10.67,16.3,1000.0,0.12578571428571425,0.19328571428571426
409,Vermont,2013,827432.0,5587013.0,11.0,36.9,53656.0,18697.0,15.3,161.0,166.0,63.0,125.0,10.59,14.5,1000.0,0.12692857142857145,0.19399999999999998
410,Vermont,2014,830568.0,5709579.0,12.0,36.5,57642.0,18819.0,15.8,169.0,165.0,61.0,125.0,10.55,14.2,1000.0,0.12814285714285717,0.1902857142857143
411,Vermont,2015,814385.0,5869265.0,13.0,40.8,58901.0,15469.0,13.3,190.0,154.0,51.0,125.0,10.54,11.6,1000.0,0.12250000000000003,0.17071428571428574
412,Vermont,2016,782610.0,5986763.0,15.0,42.3,60187.0,17167.0,14.8,195.0,144.0,62.0,113.0,10.8,10.3,1000.0,0.11685714285714285,0.16164285714285714
413,Vermont,2017,802599.0,6197033.0,15.0,43.4,58527.0,15946.0,13.8,178.0,165.0,61.0,122.0,10.59,10.1,1000.0,0.115,0.16099999999999998
415,Virginia,2010,123942.0,880916.0,124.0,28.2,51559.0,264601.0,14.5,2009.0,1731.0,978.0,1518.0,17.64,27.4,15000.0,0.13443283582089555,0.18013432835820906
416,Virginia,2011,154955.0,878979.0,133.0,30.1,49560.0,280115.0,15.3,2041.0,1708.0,983.0,1582.0,13.85,24.5,16000.0,0.12638059701492535,0.1750671641791044
417,Virginia,2012,144728.0,851896.0,119.0,26.4,49869.0,278899.0,15.3,2050.0,1803.0,980.0,1597.0,14.16,22.9,13000.0,0.12715671641791046,0.1757388059701492
418,Virginia,2013,113501.0,881114.0,116.0,27.5,49233.0,288139.0,15.7,2118.0,1737.0,965.0,1643.0,14.14,20.1,14000.0,0.12899253731343285,0.18632835820895527
419,Virginia,2014,112709.0,965213.0,110.0,26.7,50620.0,291260.0,15.8,2136.0,1737.0,1025.0,1737.0,14.23,18.4,10000.0,0.12934586466165404,0.18368421052631584
420,Virginia,2015,120290.0,1116917.0,118.0,27.8,50834.0,272829.0,14.8,2284.0,1569.0,1052.0,1794.0,14.22,17.1,14000.0,0.12487969924812031,0.1669699248120301
421,Virginia,2016,123012.0,1175899.0,122.0,29.1,51049.0,261817.0,14.3,2266.0,1613.0,1034.0,1776.0,14.05,15.5,13000.0,0.12034586466165416,0.15768421052631584
422,Virginia,2017,117807.0,1141557.0,138.0,32.9,51265.0,258133.0,14.0,2449.0,1542.0,966.0,1681.0,15.03,15.0,10000.0,0.11742857142857141,0.15396240601503763
423,Washington,2010,,,87.0,26.7,53796.0,284045.0,18.2,1600.0,1232.0,733.0,1834.0,19.35,26.7,20000.0,0.1567948717948718,0.24928205128205128
424,West Virginia,2010,,,23.0,23.3,47253.0,95744.0,25.5,274.0,581.0,310.0,324.0,13.91,44.8,6000.0,0.15512727272727267,0.22007272727272728
425,Wisconsin,2010,,,117.0,39.9,52031.0,249826.0,19.1,1136.0,1404.0,651.0,1295.0,15.14,26.2,14000.0,0.12484722222222223,0.21041666666666664
426,Wyoming,2010,,,12.0,39.5,56978.0,19253.0,14.3,88.0,142.0,59.0,139.0,12.49,39.0,2000.0,0.12134782608695656,0.1813478260869565
427,Washington,2011,,,88.0,23.7,54193.0,283176.0,18.3,1458.0,1305.0,814.0,1823.0,19.68,25.4,17000.0,0.15156410256410258,0.24743589743589745
428,West Virginia,2011,,,22.0,21.9,45320.0,97677.0,25.8,275.0,621.0,287.0,321.0,13.97,43.5,6000.0,0.146,0.20978181818181818
429,Wisconsin,2011,,,119.0,40.7,55492.0,236730.0,18.2,1211.0,1478.0,595.0,1262.0,15.49,23.2,13000.0,0.1134305555555556,0.2028194444444445
430,Wyoming,2011,,,11.0,39.1,57222.0,20689.0,15.6,83.0,145.0,66.0,145.0,11.48,35.2,1000.0,0.12121739130434782,0.17865217391304347
431,Washington,2012,,,91.0,25.2,53571.0,288147.0,18.5,1612.0,1347.0,868.0,1690.0,19.59,23.4,16000.0,0.1486410256410256,0.2496923076923077
432,West Virginia,2012,,,20.0,24.3,46405.0,91967.0,24.6,285.0,630.0,254.0,340.0,14.08,44.1,4000.0,0.14789090909090907,0.22258181818181816
433,Wisconsin,2012,,,125.0,41.1,55171.0,235434.0,18.2,1184.0,1416.0,623.0,1371.0,15.16,21.9,9000.0,0.11488888888888889,0.21055555555555558
434,Wyoming,2012,,,12.0,42.5,57920.0,22474.0,16.9,83.0,151.0,65.0,150.0,12.45,34.7,1000.0,0.12339130434782611,0.18443478260869564
435,Washington,2013,,,84.0,23.8,52236.0,295069.0,18.8,1660.0,1334.0,785.0,1769.0,19.3,20.5,12000.0,0.14599999999999996,0.24730769230769228
436,West Virginia,2013,,,18.0,19.5,45583.0,100008.0,27.0,316.0,597.0,259.0,319.0,14.06,40.1,4000.0,0.14892727272727269,0.22699999999999998
437,Wisconsin,2013,,,131.0,42.3,54717.0,236697.0,18.4,1194.0,1375.0,640.0,1365.0,15.08,19.6,11000.0,0.11995833333333333,0.2195
438,Wyoming,2013,,,13.0,43.8,57910.0,18187.0,13.2,84.0,152.0,58.0,169.0,12.27,29.6,1000.0,0.12560869565217392,0.19195652173913044
439,Washington,2014,,,94.0,27.7,53714.0,276044.0,17.5,1604.0,1316.0,766.0,1847.0,18.03,19.1,16000.0,0.1415897435897436,0.23720512820512824
440,West Virginia,2014,,,20.0,21.5,45647.0,91533.0,24.7,297.0,629.0,261.0,325.0,14.0,36.6,4000.0,0.1522727272727272,0.2252545454545454
441,Wisconsin,2014,,,133.0,42.3,54535.0,234936.0,18.4,1185.0,1324.0,597.0,1449.0,14.93,18.0,10000.0,0.11413888888888889,0.20551388888888888
442,Wyoming,2014,,,11.0,41.7,57715.0,17332.0,12.8,96.0,149.0,59.0,159.0,12.35,30.1,1000.0,0.12430434782608693,0.18078260869565216
443,Washington,2015,,,100.0,26.2,52539.0,246076.0,15.5,1702.0,1478.0,867.0,1700.0,18.76,17.6,16000.0,0.13315384615384618,0.21730769230769234
444,West Virginia,2015,,,17.0,20.4,45977.0,93524.0,25.2,294.0,578.0,277.0,364.0,14.11,31.9,3000.0,0.14898181818181816,0.21645454545454537
445,Wisconsin,2015,,,136.0,44.2,54766.0,207438.0,16.4,1161.0,1381.0,615.0,1527.0,14.91,16.2,10000.0,0.10865277777777776,0.187125
446,Wyoming,2015,,,11.0,39.2,57761.0,18154.0,13.2,106.0,148.0,51.0,152.0,12.38,29.2,3000.0,0.12034782608695653,0.17104347826086957
447,Washington,2016,,,109.0,29.5,54147.0,219668.0,13.7,1861.0,1372.0,918.0,1723.0,18.73,16.6,17000.0,0.13061538461538463,0.20938461538461545
448,West Virginia,2016,,,20.0,21.6,45701.0,88351.0,24.0,288.0,604.0,269.0,325.0,14.15,29.3,4000.0,0.14,0.20376363636363645
449,Wisconsin,2016,,,143.0,48.3,54998.0,198480.0,15.7,1061.0,1451.0,641.0,1530.0,14.65,15.0,13000.0,0.10233333333333335,0.17319444444444446
450,Wyoming,2016,,,11.0,37.0,58650.0,15367.0,11.1,110.0,141.0,56.0,151.0,12.55,26.1,1000.0,0.12434782608695656,0.1740869565217391
451,Washington,2017,,,121.0,35.6,55175.0,232452.0,14.3,1927.0,1436.0,885.0,1692.0,18.45,14.8,16000.0,0.12423076923076924,0.19746153846153844
452,West Virginia,2017,,,24.0,23.9,45642.0,93758.0,25.9,298.0,591.0,278.0,346.0,14.15,27.1,3000.0,0.13803636363636357,0.20312727272727274
453,Wisconsin,2017,,,163.0,52.1,55895.0,181828.0,14.5,1233.0,1513.0,655.0,1325.0,14.69,13.8,9000.0,0.09612500000000003,0.16494444444444445
454,Wyoming,2017,,,12.0,36.8,58578.0,18013.0,13.3,99.0,146.0,58.0,150.0,12.85,24.6,1000.0,0.11786956521739132,0.1653913043478261
455,Alabama,2018,,,66.0,27.9,50810.0,255186.0,23.8,953.0,1216.0,662.0,1094.0,17.56,25.2,9000.0,,
456,Alaska,2018,,,11.0,28.3,70277.0,25327.0,14.1,137.0,183.0,69.0,177.0,17.1,19.3,1000.0,,
457,Arizona,2018,,,119.0,28.4,49892.0,324622.0,20.1,1665.0,1243.0,1095.0,1643.0,23.53,20.1,22000.0,,
458,Arkansas,2018,,,46.0,29.3,51019.0,170769.0,24.7,532.0,731.0,458.0,638.0,13.03,30.4,8000.0,,
459,California,2018,,,455.0,22.7,82282.0,1541067.0,17.4,10147.0,7105.0,5750.0,8819.0,23.08,13.6,50000.0,,
460,Florida,2018,,,265.0,27.0,48395.0,819256.0,19.7,5123.0,5319.0,2279.0,4732.0,17.31,16.7,49000.0,,
461,Georgia,2018,,,155.0,26.6,57137.0,504745.0,20.5,2410.0,2410.0,1335.0,2020.0,15.08,20.6,27000.0,,
462,Idaho,2018,,,36.0,38.1,50757.0,62855.0,14.3,348.0,397.0,190.0,429.0,18.54,16.0,5000.0,,
463,Illinois,2018,,,204.0,29.8,66600.0,456926.0,16.2,3443.0,2690.0,1445.0,2727.0,14.97,15.8,23000.0,,
464,Indiana,2018,,,138.0,38.2,50937.0,275370.0,18.0,1306.0,1698.0,769.0,1491.0,17.26,21.8,19000.0,,
465,Kansas,2018,,,65.0,44.0,49800.0,103210.0,14.9,709.0,601.0,329.0,633.0,13.55,20.0,6000.0,,
466,Kentucky,2018,,,87.0,37.0,53434.0,225710.0,23.0,824.0,1128.0,632.0,992.0,16.21,27.3,10000.0,,
467,Louisiana,2018,,,59.0,23.7,50923.0,283218.0,26.2,752.0,1175.0,705.0,1002.0,18.29,27.5,11000.0,,
468,Maryland,2018,,,86.0,29.1,70463.0,152237.0,11.6,1940.0,1095.0,603.0,1214.0,14.78,14.1,7000.0,,
469,Massachusetts,2018,,,96.0,30.6,82042.0,163788.0,12.2,2328.0,1477.0,662.0,1234.0,13.03,7.2,12000.0,,
470,Michigan,2018,,,194.0,34.8,61825.0,412692.0,19.4,2483.0,2215.0,1088.0,2338.0,17.69,15.8,22000.0,,
471,Minnesota,2018,,,143.0,48.0,58221.0,149502.0,11.7,1363.0,1142.0,535.0,1483.0,15.41,10.2,9000.0,,
472,Mississippi,2018,,,36.0,20.3,45574.0,192952.0,27.8,494.0,702.0,457.0,713.0,14.75,27.8,10000.0,,
473,Nevada,2018,,,41.0,27.8,54280.0,120091.0,17.7,494.0,781.0,368.0,775.0,21.45,20.5,8000.0,,
474,New Hampshire,2018,,,32.0,47.1,58146.0,26830.0,10.6,401.0,346.0,110.0,268.0,12.19,8.0,2000.0,,
475,New Jersey,2018,,,112.0,24.0,57799.0,264253.0,13.7,2767.0,2075.0,884.0,1650.0,12.05,10.3,10000.0,,
476,New Mexico,2018,,,33.0,29.5,52412.0,124024.0,26.3,393.0,479.0,274.0,489.0,15.78,25.3,8000.0,,
477,New York,2018,,,244.0,25.5,64385.0,743024.0,18.6,5941.0,4380.0,2302.0,3670.0,12.73,11.7,30000.0,,
478,North Carolina,2018,,,121.0,26.3,68141.0,455971.0,20.2,2491.0,2164.0,1363.0,2394.0,15.49,18.7,25000.0,,
479,Ohio,2018,,,223.0,35.3,57799.0,495616.0,19.5,2573.0,3120.0,1143.0,2529.0,16.67,18.9,28000.0,,
480,Oregon,2018,,,58.0,30.9,64385.0,134383.0,15.7,1137.0,809.0,442.0,1091.0,20.21,13.3,7000.0,,
481,Pennsylvania,2018,,,250.0,37.7,68141.0,434736.0,16.8,3179.0,3391.0,1481.0,2320.0,14.03,14.1,32000.0,,
482,Tennessee,2018,,,109.0,33.6,51714.0,330998.0,22.3,1554.0,1625.0,735.0,1531.0,15.72,25.3,12000.0,,
483,Texas,2018,,,441.0,28.1,54155.0,1545362.0,21.1,6047.0,5557.0,4320.0,6024.0,15.11,25.3,67000.0,,
484,Utah,2018,,,87.0,45.9,50342.0,87445.0,9.5,672.0,584.0,320.0,786.0,22.75,13.1,6000.0,,
485,Washington,2018,,,108.0,28.5,72965.0,204470.0,12.5,2019.0,1444.0,770.0,1835.0,18.17,12.7,14000.0,,
486,West Virginia,2018,,,23.0,25.8,47681.0,86713.0,24.5,268.0,611.0,248.0,369.0,14.17,25.4,3000.0,,
487,Wisconsin,2018,,,150.0,51.6,51453.0,175243.0,14.0,1161.0,1551.0,620.0,1452.0,14.45,13.0,12000.0,,
488,Wyoming,2018,,,13.0,42.6,58618.0,17986.0,13.8,98.0,148.0,54.0,149.0,12.87,20.8,1000.0,,
489,Alaska,2019,,,13.0,33.2,,22921.0,13.0,,,,,,,2000.0,,
490,Arizona,2019,,,138.0,33.6,,308459.0,19.1,,,,,,,20000.0,,
491,Arkansas,2019,,,49.0,31.3,,151448.0,22.1,,,,,,,6000.0,,
492,California,2019,,,447.0,22.5,,1363574.0,15.6,,,,,,,48000.0,,
493,Florida,2019,,,254.0,26.6,,737415.0,17.7,,,,,,,37000.0,,
494,Georgia,2019,,,159.0,27.6,,461456.0,18.7,,,,,,,30000.0,,
495,Idaho,2019,,,38.0,41.0,,58188.0,13.2,,,,,,,3000.0,,
496,Illinois,2019,,,197.0,29.7,,436327.0,15.7,,,,,,,24000.0,,
497,Indiana,2019,,,140.0,39.5,,230725.0,15.2,,,,,,,21000.0,,
498,Kentucky,2019,,,79.0,36.0,,212130.0,21.7,,,,,,,12000.0,,
499,Louisiana,2019,,,64.0,24.8,,288732.0,27.0,,,,,,,14000.0,,
500,Massachusetts,2019,,,110.0,34.2,,154457.0,11.6,,,,,,,10000.0,,
501,Michigan,2019,,,203.0,38.4,,371020.0,17.6,,,,,,,19000.0,,
502,Minnesota,2019,,,132.0,44.1,,143006.0,11.2,,,,,,,9000.0,,
503,Mississippi,2019,,,35.0,20.3,,192413.0,28.1,,,,,,,10000.0,,
504,Montana,2019,,,20.0,41.1,,32888.0,14.9,,,,,,,3000.0,,
505,Nebraska,2019,,,48.0,43.0,,51085.0,11.0,,,,,,,3000.0,,
506,New York,2019,,,222.0,24.2,,711686.0,18.1,,,,,,,35000.0,,
507,North Carolina,2019,,,146.0,28.2,,440230.0,19.5,,,,,,,24000.0,,
