,State,Year,Total Federal Revenue,Total State Revenue,Employed per 1k,% Employed,Teacher Pay,Pop. Below Poverty Level,Percent of Pop. Below Poverty Level,Grdn Bachelor Degree+,Grdn HS Diploma or GED,Grdn No HS Diploma,Grdn Some College,Student/Teacher Ratio,Teen Preg. Rate (State),Dropouts,Food Insecurity Rate,Child food insecurity rate
155,Kentucky,2011,1255964.0,5508339.0,60.0,26.0,49730.0,275394.0,27.4,718.0,1117.0,670.0,932.0,16.29,43.5,10000.0,0.1632666666666667,0.2283916666666667
156,Kentucky,2012,859635.0,5980541.0,68.0,30.2,50326.0,263819.0,26.5,691.0,1227.0,616.0,918.0,16.02,41.5,10000.0,0.15970833333333345,0.22828333333333334
157,Kentucky,2013,828432.0,6093652.0,63.0,31.3,50705.0,251262.0,25.3,682.0,1248.0,611.0,968.0,16.2,39.5,9000.0,0.16715833333333335,0.24383333333333335
158,Kentucky,2014,816033.0,6186736.0,58.0,28.8,51093.0,259751.0,26.2,786.0,1183.0,577.0,983.0,16.56,35.3,9000.0,0.16247499999999998,0.23315
159,Kentucky,2015,819162.0,6267624.0,58.0,27.6,51666.0,256106.0,25.9,819.0,1114.0,637.0,905.0,16.39,32.4,10000.0,0.15710833333333332,0.21603333333333335
160,Kentucky,2016,823599.0,6334951.0,69.0,29.9,52339.0,247780.0,25.0,851.0,1136.0,696.0,865.0,16.27,30.9,13000.0,0.15709166666666666,0.21185833333333332
161,Kentucky,2017,851865.0,6499820.0,87.0,34.8,52952.0,222906.0,22.4,773.0,1145.0,638.0,1003.0,16.19,29.0,10000.0,0.15429166666666663,0.2081083333333334
163,Louisiana,2010,1092892.0,5742989.0,67.0,23.7,49634.0,299779.0,27.3,755.0,1267.0,622.0,882.0,14.32,47.7,26000.0,0.16182812500000004,0.22626562500000003
164,Louisiana,2011,1197383.0,5783240.0,61.0,22.4,50179.0,317468.0,28.8,821.0,1014.0,716.0,924.0,14.46,45.1,18000.0,0.15859374999999995,0.22389062499999998
165,Louisiana,2012,979175.0,6200945.0,50.0,19.4,51381.0,310053.0,28.1,729.0,1205.0,741.0,915.0,15.29,43.1,19000.0,0.1567187499999999,0.22629687500000006
166,Louisiana,2013,818054.0,6428534.0,67.0,24.9,52259.0,304244.0,27.7,765.0,1243.0,662.0,865.0,15.32,39.2,20000.0,0.16274999999999998,0.24590625
167,Louisiana,2014,791029.0,6587492.0,57.0,25.3,47886.0,306198.0,27.9,827.0,1203.0,684.0,901.0,15.47,35.8,16000.0,0.17103125,0.25239062500000004
168,Louisiana,2015,778939.0,6808436.0,66.0,27.7,46733.0,312710.0,28.4,740.0,1195.0,729.0,962.0,12.29,34.1,14000.0,0.17257812500000003,0.24400000000000002
169,Louisiana,2016,765043.0,6770086.0,58.0,23.5,50000.0,313926.0,28.6,822.0,1142.0,695.0,1014.0,14.8,30.6,16000.0,0.17009375000000002,0.240515625
170,Louisiana,2017,862648.0,6984320.0,55.0,23.3,50256.0,306513.0,28.0,799.0,1162.0,735.0,955.0,17.75,29.1,14000.0,0.16557812500000005,0.23460937499999995
172,Maine,2010,2383817.0,9694417.0,28.0,38.4,47182.0,47727.0,17.8,278.0,358.0,171.0,276.0,12.29,21.4,3000.0,0.1535,0.23675
173,Maine,2011,2525528.0,9845508.0,26.0,37.9,48283.0,49561.0,18.8,280.0,350.0,158.0,291.0,12.69,20.8,2000.0,0.14862500000000003,0.23006250000000003
174,Maine,2012,1866406.0,9796808.0,26.0,35.6,48119.0,54065.0,20.9,274.0,376.0,148.0,315.0,12.2,19.4,2000.0,0.15306250000000005,0.23987500000000003
175,Maine,2013,1636324.0,9882361.0,27.0,39.8,49232.0,45159.0,17.7,291.0,365.0,140.0,318.0,11.91,17.4,2000.0,0.1544375,0.2454375
176,Maine,2014,1563397.0,10073758.0,22.0,39.0,50017.0,48007.0,19.1,317.0,360.0,135.0,284.0,12.22,16.5,2000.0,0.15387499999999998,0.2421875
177,Maine,2015,1582706.0,10510346.0,,,50229.0,43343.0,17.4,280.0,377.0,146.0,282.0,12.22,15.4,2000.0,0.14743749999999997,0.2235
178,Maine,2016,1552824.0,10727785.0,,,51077.0,42753.0,17.2,310.0,375.0,128.0,322.0,12.24,14.7,2000.0,0.14118750000000002,0.20949999999999996
179,Maine,2017,1521781.0,10997430.0,,,51663.0,32567.0,13.1,317.0,370.0,133.0,292.0,12.23,13.1,2000.0,0.13387500000000002,0.1986875
181,Maryland,2010,1245368.0,5978487.0,94.0,28.9,65113.0,173113.0,13.0,1520.0,1229.0,689.0,1123.0,14.59,27.3,18000.0,0.11275000000000002,0.18395833333333336
182,Maryland,2011,842906.0,6289912.0,84.0,28.0,63634.0,178725.0,13.5,1576.0,1262.0,716.0,1121.0,14.83,24.7,15000.0,0.10854166666666669,0.189875
183,Maryland,2012,740098.0,6642440.0,81.0,27.3,65265.0,183044.0,13.8,1600.0,1236.0,710.0,1156.0,14.89,22.1,14000.0,0.11545833333333333,0.20129166666666673
184,Maryland,2013,646542.0,6792440.0,72.0,24.4,64868.0,180351.0,13.6,1741.0,1161.0,690.0,1205.0,14.78,19.4,12000.0,0.12099999999999998,0.20979166666666668
185,Maryland,2014,630445.0,7603409.0,66.0,22.8,64845.0,173305.0,13.0,1744.0,1211.0,614.0,1238.0,14.77,17.8,11000.0,0.11562499999999999,0.2011666666666667
186,Maryland,2015,629909.0,7567199.0,90.0,29.8,66482.0,175124.0,13.2,1790.0,1201.0,581.0,1225.0,14.8,17.0,12000.0,0.111375,0.18654166666666672
187,Maryland,2016,634332.0,7887346.0,,,66961.0,168811.0,12.7,1744.0,1258.0,567.0,1201.0,14.84,15.9,10000.0,0.10433333333333335,0.168125
188,Maryland,2017,653076.0,8077366.0,,,69761.0,159886.0,12.0,1812.0,1203.0,610.0,1186.0,14.85,14.2,9000.0,0.10237500000000001,0.16491666666666668
190,Massachusetts,2010,945973.0,2109089.0,113.0,28.7,71017.0,200817.0,14.3,1921.0,1535.0,814.0,1186.0,13.9,17.2,14000.0,0.10914285714285714,0.1524285714285714
191,Massachusetts,2011,1006465.0,2071467.0,125.0,32.6,72000.0,211789.0,15.2,1936.0,1443.0,799.0,1213.0,13.75,15.4,12000.0,0.10228571428571429,0.14471428571428574
192,Massachusetts,2012,795110.0,2195720.0,101.0,26.3,73129.0,213206.0,15.4,2001.0,1305.0,781.0,1275.0,13.52,14.1,11000.0,0.10485714285714287,0.15542857142857144
193,Massachusetts,2013,707522.0,2213501.0,110.0,27.4,73736.0,223480.0,16.3,2024.0,1368.0,789.0,1272.0,13.56,12.1,11000.0,0.10907142857142856,0.16642857142857143
194,Massachusetts,2014,664697.0,2243098.0,119.0,31.2,74805.0,207673.0,15.2,2053.0,1458.0,811.0,1121.0,13.3,10.6,10000.0,0.10707142857142857,0.15685714285714286
195,Massachusetts,2015,672366.0,2324855.0,96.0,29.3,76981.0,202513.0,14.8,2245.0,1399.0,692.0,1171.0,13.39,9.4,9000.0,0.1022857142857143,0.14214285714285715
196,Massachusetts,2016,690724.0,2411621.0,106.0,33.8,77804.0,184743.0,13.6,2383.0,1407.0,699.0,1161.0,13.32,8.5,9000.0,0.09257142857142855,0.1255
197,Massachusetts,2017,671484.0,2413145.0,103.0,30.3,79710.0,182470.0,13.5,2348.0,1377.0,646.0,1272.0,13.15,8.1,12000.0,0.0902142857142857,0.12250000000000003
199,Michigan,2010,1430854.0,3471772.0,183.0,29.3,58595.0,538649.0,23.5,1913.0,2541.0,1193.0,2282.0,17.91,30.1,30000.0,0.16099999999999998,0.24022891566265056
200,Michigan,2011,1344755.0,3828396.0,169.0,28.5,64879.0,560109.0,24.8,1821.0,2473.0,1263.0,2322.0,18.09,27.8,30000.0,0.1406987951807228,0.2222409638554216
201,Michigan,2012,994192.0,4115324.0,183.0,30.7,61560.0,554153.0,24.9,1980.0,2302.0,1164.0,2414.0,18.05,26.3,25000.0,0.1412771084337349,0.2219277108433735
202,Michigan,2013,894168.0,4235564.0,147.0,28.7,61866.0,523798.0,23.8,2001.0,2369.0,1034.0,2485.0,18.05,23.6,28000.0,0.15099999999999994,0.22975903614457832
203,Michigan,2014,895743.0,4267069.0,164.0,31.9,62778.0,492853.0,22.6,1951.0,2460.0,1081.0,2495.0,18.09,21.1,21000.0,0.1408313253012049,0.2135180722891566
204,Michigan,2015,948600.0,4441091.0,172.0,34.8,63878.0,485920.0,22.4,1957.0,2549.0,1126.0,2469.0,18.25,19.4,24000.0,0.13172289156626507,0.1881084337349397
205,Michigan,2016,924655.0,4568867.0,171.0,36.4,62200.0,445803.0,20.7,2123.0,2503.0,968.0,2464.0,18.29,17.7,26000.0,0.12860240963855418,0.17546987951807225
206,Michigan,2017,925895.0,4676130.0,175.0,35.4,62702.0,419449.0,19.7,2353.0,2336.0,987.0,2449.0,17.95,16.4,17000.0,0.12887951807228915,0.17143373493975908
208,Minnesota,2010,256049.0,744931.0,106.0,40.5,53215.0,192437.0,15.2,1183.0,1103.0,581.0,1276.0,15.91,22.5,11000.0,0.10491954022988506,0.16631034482758625
209,Minnesota,2011,264517.0,713642.0,122.0,41.8,54959.0,194260.0,15.4,1237.0,1102.0,549.0,1272.0,15.89,19.3,10000.0,0.09547126436781608,0.16043678160919542
210,Minnesota,2012,214164.0,761029.0,105.0,36.7,56268.0,183763.0,14.6,1276.0,1075.0,547.0,1334.0,15.78,18.5,9000.0,0.09804597701149424,0.16678160919540222
211,Minnesota,2013,210593.0,788329.0,115.0,39.4,57230.0,176719.0,14.0,1370.0,972.0,560.0,1397.0,15.64,16.8,10000.0,0.10137931034482761,0.1730459770114942
212,Minnesota,2014,201528.0,822788.0,122.0,42.9,56670.0,188717.0,14.9,1357.0,1020.0,540.0,1418.0,15.39,15.5,8000.0,0.09834482758620693,0.1650804597701149
213,Minnesota,2015,214980.0,851068.0,120.0,45.8,56910.0,165399.0,13.1,1418.0,1025.0,602.0,1315.0,15.44,13.7,8000.0,0.09564367816091955,0.15381609195402293
214,Minnesota,2016,220340.0,840804.0,132.0,45.2,57346.0,160626.0,12.7,1542.0,1021.0,562.0,1288.0,15.43,12.6,9000.0,0.092816091954023,0.14683908045977015
215,Minnesota,2017,220212.0,853269.0,137.0,47.1,57782.0,149926.0,11.8,1342.0,1036.0,599.0,1390.0,15.45,12.1,9000.0,0.09163218390804598,0.14241379310344826
217,Mississippi,2010,465728.0,1184996.0,40.0,20.8,46818.0,241595.0,32.5,345.0,678.0,542.0,646.0,15.21,55.0,16000.0,0.22564634146341458,0.2823658536585364
218,Mississippi,2011,571969.0,1153077.0,43.0,22.7,41646.0,235727.0,31.8,444.0,693.0,506.0,652.0,15.33,50.2,11000.0,0.22360975609756104,0.2784024390243902
219,Mississippi,2012,366016.0,1166374.0,37.0,20.7,41994.0,255839.0,34.7,506.0,631.0,516.0,655.0,15.14,46.1,12000.0,0.2199999999999999,0.27726829268292674
220,Mississippi,2013,366241.0,1217306.0,31.0,19.3,42187.0,246298.0,34.0,450.0,682.0,510.0,625.0,15.25,42.6,11000.0,0.22668292682926838,0.29275609756097565
221,Mississippi,2014,318179.0,1283012.0,38.0,20.4,42564.0,211726.0,29.4,489.0,661.0,475.0,686.0,15.19,38.0,9000.0,0.22868292682926833,0.2862804878048779
222,Mississippi,2015,344382.0,1350116.0,33.0,20.9,42744.0,224273.0,31.3,444.0,755.0,481.0,685.0,15.14,34.8,9000.0,0.21930487804878046,0.2658536585365855
223,Mississippi,2016,346826.0,1437048.0,32.0,18.7,42925.0,211466.0,29.7,429.0,711.0,493.0,721.0,15.13,32.6,8000.0,0.21203658536585362,0.25525609756097556
224,Mississippi,2017,341328.0,1450757.0,34.0,19.7,43107.0,189541.0,26.9,447.0,720.0,408.0,776.0,15.13,31.0,9000.0,0.20345121951219508,0.24241463414634143
226,Missouri,2010,358496.0,2341891.0,102.0,33.4,46411.0,290959.0,20.9,936.0,1616.0,875.0,1356.0,13.77,37.1,20000.0,0.1623739130434783,0.2432434782608695
227,Missouri,2011,447002.0,2359671.0,94.0,31.2,46406.0,306038.0,22.1,1079.0,1476.0,837.0,1394.0,13.83,34.5,18000.0,0.15373043478260862,0.23186956521739133
228,Missouri,2012,403548.0,2401035.0,91.0,29.5,47517.0,310229.0,22.6,1195.0,1400.0,755.0,1382.0,13.86,32.2,18000.0,0.1540695652173913,0.2259478260869565
229,Missouri,2013,392009.0,2556472.0,104.0,32.5,48329.0,304178.0,22.2,1253.0,1353.0,790.0,1391.0,13.78,30.0,14000.0,0.1602869565217391,0.23190434782608696
230,Missouri,2014,381596.0,2651854.0,111.0,35.2,47394.0,287081.0,21.1,1189.0,1611.0,673.0,1392.0,13.63,27.2,14000.0,0.15959130434782604,0.22924347826086955
231,Missouri,2015,395630.0,2744606.0,128.0,40.0,47849.0,275711.0,20.2,1362.0,1407.0,659.0,1399.0,13.59,25.0,15000.0,0.15259999999999993,0.21026086956521742
232,Missouri,2016,401323.0,2816911.0,127.0,40.0,48293.0,261353.0,19.2,1376.0,1446.0,708.0,1285.0,13.47,23.4,14000.0,0.14718260869565217,0.19790434782608693
233,Missouri,2017,426468.0,2952685.0,118.0,36.1,49208.0,252041.0,18.6,1282.0,1436.0,739.0,1297.0,13.37,22.5,13000.0,0.14064347826086954,0.1918608695652174
235,Montana,2010,185175.0,1060998.0,14.0,29.4,47132.0,43818.0,20.1,200.0,252.0,97.0,242.0,13.68,35.0,4000.0,0.14194642857142858,0.20658928571428575
236,Montana,2011,184768.0,1061011.0,17.0,35.2,48546.0,43110.0,19.7,211.0,248.0,97.0,241.0,14.02,29.2,4000.0,0.13732142857142862,0.20980357142857148
237,Montana,2012,187243.0,1029325.0,18.0,38.6,49999.0,43733.0,20.3,222.0,241.0,81.0,250.0,14.01,28.8,3000.0,0.13473214285714288,0.21551785714285718
238,Montana,2013,163890.0,1020089.0,15.0,33.7,49893.0,46806.0,21.3,218.0,246.0,96.0,261.0,13.98,27.9,3000.0,0.13355357142857144,0.21487499999999995
239,Montana,2014,161989.0,1003995.0,20.0,42.0,50999.0,40619.0,18.5,195.0,259.0,110.0,254.0,14.12,26.4,3000.0,0.13191071428571427,0.2085357142857143
240,Montana,2015,164905.0,1000063.0,22.0,42.1,51215.0,42837.0,19.4,239.0,220.0,109.0,257.0,13.96,25.3,3000.0,0.1295892857142857,0.19633928571428566
241,Montana,2016,169166.0,1004753.0,22.0,42.8,51422.0,33818.0,15.1,232.0,236.0,96.0,265.0,13.87,23.7,2000.0,0.12653571428571428,0.1856607142857143
242,Montana,2017,168674.0,1004048.0,19.0,39.2,52776.0,32857.0,14.7,253.0,232.0,87.0,275.0,14.21,21.2,3000.0,0.12050000000000004,0.18001785714285715
244,Nebraska,2010,2386865.0,9059511.0,41.0,43.0,47521.0,81952.0,18.2,366.0,396.0,220.0,420.0,13.36,31.1,3000.0,0.11400000000000002,0.19569892473118294
245,Nebraska,2011,1283994.0,9331426.0,43.0,42.4,48718.0,81943.0,18.1,359.0,425.0,226.0,410.0,13.58,27.2,3000.0,0.10808602150537636,0.18876344086021513
246,Nebraska,2012,1371038.0,10401941.0,38.0,41.0,48931.0,80839.0,17.9,377.0,416.0,210.0,436.0,13.73,26.8,4000.0,0.11523655913978495,0.19919354838709669
247,Nebraska,2013,1145079.0,10986132.0,41.0,47.0,49545.0,80653.0,17.7,400.0,379.0,205.0,474.0,13.73,24.9,2000.0,0.12288172043010753,0.21386021505376343
248,Nebraska,2014,1142878.0,11047025.0,42.0,46.0,50318.0,74414.0,16.2,421.0,345.0,201.0,486.0,13.6,22.2,3000.0,0.1203655913978494,0.20623655913978503
249,Nebraska,2015,1154004.0,11418483.0,,,51364.0,78002.0,16.8,413.0,387.0,217.0,473.0,13.56,22.0,3000.0,0.11798924731182804,0.19075268817204297
250,Nebraska,2016,1183917.0,11676977.0,51.0,47.6,52338.0,65847.0,14.2,436.0,363.0,237.0,434.0,13.52,19.1,2000.0,0.11405376344086024,0.18184946236559144
251,Nebraska,2017,1205301.0,12037723.0,,,53473.0,65591.0,14.1,450.0,362.0,199.0,474.0,13.62,18.1,3000.0,0.11278494623655919,0.17829032258064514
253,Nevada,2010,753816.0,2307843.0,32.0,24.4,53023.0,144204.0,22.0,416.0,690.0,381.0,570.0,20.02,38.6,13000.0,0.15794117647058825,0.2529411764705883
254,Nevada,2011,636436.0,2355210.0,38.0,26.6,54559.0,144440.0,22.1,471.0,668.0,366.0,640.0,20.8,36.1,10000.0,0.1406470588235294,0.25170588235294117
255,Nevada,2012,491732.0,2380982.0,38.0,27.4,55957.0,156523.0,24.0,476.0,632.0,381.0,647.0,21.54,33.4,9000.0,0.13847058823529412,0.2535294117647059
256,Nevada,2013,519318.0,2401884.0,34.0,24.0,57391.0,147696.0,22.7,422.0,703.0,365.0,697.0,20.61,30.3,8000.0,0.14217647058823532,0.2552941176470589
257,Nevada,2014,466320.0,2505492.0,35.0,24.2,56703.0,143621.0,22.0,452.0,741.0,370.0,655.0,21.2,28.5,6000.0,0.13452941176470587,0.24694117647058822
258,Nevada,2015,499789.0,2595682.0,45.0,30.6,56943.0,137348.0,20.9,518.0,665.0,368.0,719.0,20.59,27.6,8000.0,0.1285294117647059,0.22817647058823531
259,Nevada,2016,506995.0,2591444.0,43.0,28.2,57376.0,126874.0,19.1,531.0,738.0,351.0,683.0,19.99,24.2,10000.0,0.12135294117647057,0.2133529411764706
260,Nevada,2017,540695.0,2521256.0,45.0,31.2,57812.0,124514.0,18.5,498.0,836.0,350.0,699.0,20.49,21.9,7000.0,0.11341176470588238,0.20288235294117649
262,New Hampshire,2010,3694050.0,23111427.0,24.0,35.5,52792.0,28315.0,10.0,356.0,287.0,137.0,305.0,12.67,15.7,2000.0,0.0996,0.1353
263,New Hampshire,2011,5118477.0,23188002.0,24.0,33.9,54177.0,33031.0,12.0,360.0,275.0,135.0,301.0,12.75,13.7,2000.0,0.09639999999999999,0.1346
264,New Hampshire,2012,3769627.0,23314292.0,27.0,37.6,55599.0,42069.0,15.6,362.0,292.0,136.0,291.0,12.66,13.8,2000.0,0.1031,0.1486
265,New Hampshire,2013,3335657.0,23632698.0,27.0,41.3,57057.0,27122.0,10.2,382.0,293.0,132.0,283.0,12.57,12.6,1000.0,0.10629999999999999,0.1598
266,New Hampshire,2014,3347393.0,24830862.0,26.0,41.2,58554.0,34463.0,13.0,367.0,314.0,119.0,299.0,12.5,11.0,2000.0,0.1036,0.15479999999999997
267,New Hampshire,2015,2869847.0,25900858.0,30.0,44.8,58802.0,27592.0,10.7,374.0,304.0,113.0,318.0,12.35,10.9,1000.0,0.09989999999999999,0.13890000000000002
268,New Hampshire,2016,3369803.0,27437593.0,28.0,41.9,57253.0,20141.0,7.9,385.0,298.0,116.0,284.0,12.26,9.3,2000.0,0.09389999999999998,0.12930000000000003
269,New Hampshire,2017,3682960.0,28600336.0,,,57833.0,25909.0,10.3,390.0,328.0,119.0,274.0,12.3,8.4,2000.0,0.09109999999999999,0.12190000000000001
271,New Jersey,2010,1927843.0,7451302.0,117.0,23.5,66985.0,295346.0,14.5,2143.0,2169.0,1141.0,1560.0,12.73,20.1,19000.0,0.12423809523809522,0.17104761904761906
272,New Jersey,2011,2046954.0,7488570.0,104.0,21.3,68207.0,296198.0,14.7,2250.0,2081.0,1133.0,1621.0,12.36,18.7,15000.0,0.12042857142857144,0.16795238095238096
273,New Jersey,2012,1831015.0,7648102.0,127.0,24.4,68797.0,310226.0,15.4,2308.0,2032.0,1126.0,1536.0,12.37,16.7,12000.0,0.12171428571428573,0.17633333333333331
274,New Jersey,2013,1579889.0,7891977.0,119.0,23.8,70060.0,333375.0,16.7,2398.0,1983.0,1122.0,1563.0,11.96,14.8,13000.0,0.11614285714285717,0.1764761904761905
275,New Jersey,2014,1529624.0,7849343.0,130.0,26.1,69038.0,315563.0,15.9,2360.0,1993.0,1108.0,1730.0,12.17,13.1,12000.0,0.11200000000000003,0.1664285714285714
276,New Jersey,2015,1589570.0,8172685.0,106.0,21.9,69330.0,308238.0,15.6,2606.0,2014.0,1015.0,1644.0,12.25,12.1,11000.0,0.10447619047619047,0.14695238095238097
277,New Jersey,2016,1557900.0,8287126.0,108.0,22.9,69623.0,285479.0,14.6,2706.0,2080.0,974.0,1537.0,12.19,11.0,12000.0,0.10014285714285716,0.13561904761904764
278,New Jersey,2017,1562965.0,8596449.0,98.0,21.6,69917.0,272251.0,13.9,2683.0,2028.0,824.0,1683.0,12.19,10.3,12000.0,0.0963809523809524,0.13442857142857145
280,New Mexico,2010,277985.0,552616.0,21.0,20.5,46950.0,153558.0,30.0,359.0,420.0,327.0,436.0,15.07,53.0,12000.0,0.17563636363636365,0.26739393939393946
281,New Mexico,2011,186844.0,630430.0,25.0,23.6,48011.0,157383.0,30.7,419.0,394.0,323.0,458.0,15.36,48.8,10000.0,0.16681818181818175,0.26803030303030306
282,New Mexico,2012,160050.0,658255.0,31.0,28.3,46573.0,149404.0,29.3,446.0,418.0,330.0,413.0,15.23,47.5,10000.0,0.16221212121212122,0.269030303030303
283,New Mexico,2013,145905.0,685348.0,30.0,27.0,45727.0,156610.0,31.2,419.0,428.0,308.0,482.0,15.25,43.3,7000.0,0.15693939393939393,0.2673939393939394
284,New Mexico,2014,155894.0,901032.0,25.0,23.1,46003.0,145966.0,29.5,436.0,466.0,301.0,492.0,15.19,37.8,8000.0,0.16057575757575757,0.26075757575757574
285,New Mexico,2015,158373.0,932772.0,28.0,23.6,47163.0,141053.0,28.6,416.0,414.0,282.0,503.0,15.45,34.6,9000.0,0.15742424242424244,0.25081818181818183
286,New Mexico,2016,155453.0,985365.0,30.0,24.8,47500.0,145284.0,30.1,380.0,455.0,315.0,486.0,15.76,29.8,8000.0,0.15900000000000009,0.2527575757575758
287,New Mexico,2017,163451.0,1028331.0,25.0,22.7,47839.0,130502.0,27.2,390.0,475.0,302.0,476.0,15.85,27.9,8000.0,0.1596363636363636,0.252
289,New York,2010,2310440.0,9987732.0,223.0,21.3,72708.0,900626.0,21.2,4637.0,4465.0,2755.0,3678.0,12.92,22.7,58000.0,0.1232741935483871,0.20008064516129034
290,New York,2011,2533882.0,9834235.0,213.0,20.1,74449.0,950921.0,22.6,4690.0,4373.0,2848.0,3726.0,12.91,21.2,51000.0,0.10641935483870969,0.19285483870967743
291,New York,2012,2007733.0,9336277.0,207.0,19.2,75279.0,958610.0,22.8,4701.0,4549.0,2842.0,3727.0,13.09,19.7,45000.0,0.11745161290322584,0.20672580645161287
292,New York,2013,1721213.0,8990516.0,215.0,21.2,76566.0,950077.0,22.8,4986.0,4232.0,2647.0,3950.0,13.22,17.7,43000.0,0.12538709677419355,0.22116129032258058
293,New York,2014,1692769.0,9492461.0,209.0,20.2,77628.0,936938.0,22.6,5162.0,4331.0,2619.0,3904.0,13.45,16.1,41000.0,0.11914516129032257,0.21517741935483875
294,New York,2015,1676820.0,9215276.0,223.0,21.8,77957.0,910022.0,22.0,5573.0,4231.0,2604.0,3808.0,13.16,14.6,36000.0,0.11711290322580652,0.20030645161290322
295,New York,2016,1680983.0,9277802.0,233.0,22.9,79637.0,847288.0,20.7,5591.0,4145.0,2625.0,3861.0,13.05,13.2,37000.0,0.11029032258064513,0.1853225806451613
296,New York,2017,1678166.0,9505364.0,205.0,21.5,83585.0,803171.0,19.7,5526.0,4234.0,2452.0,3792.0,12.78,12.5,33000.0,0.10904838709677424,0.1841290322580645
298,North Carolina,2010,768319.0,2658186.0,111.0,21.5,46850.0,559875.0,24.9,1787.0,2298.0,1347.0,1998.0,15.15,38.3,37000.0,0.18584999999999996,0.26538999999999996
299,North Carolina,2011,968529.0,2741058.0,97.0,19.5,46605.0,579725.0,25.6,1827.0,2141.0,1388.0,2113.0,15.5,34.9,29000.0,0.18221000000000004,0.26743000000000006
300,North Carolina,2012,773014.0,2869071.0,141.0,27.4,45947.0,586104.0,26.0,1886.0,2169.0,1386.0,2133.0,15.4,31.8,29000.0,0.17994999999999997,0.26959000000000005
301,North Carolina,2013,715944.0,2890048.0,122.0,23.3,45355.0,565996.0,25.2,1854.0,2205.0,1504.0,2149.0,15.41,28.4,27000.0,0.17841999999999994,0.2697399999999999
302,North Carolina,2014,690122.0,2983860.0,135.0,25.5,47783.0,548542.0,24.3,1941.0,2115.0,1557.0,2115.0,15.59,25.9,22000.0,0.17096,0.25591000000000014
303,North Carolina,2015,688990.0,2993050.0,125.0,24.2,47985.0,529635.0,23.5,2139.0,2264.0,1378.0,2173.0,15.55,23.6,25000.0,0.16743000000000005,0.24200000000000002
304,North Carolina,2016,689756.0,2909651.0,152.0,28.7,49837.0,489553.0,21.7,2232.0,2155.0,1332.0,2292.0,15.47,21.8,22000.0,0.15947,0.22688000000000008
305,North Carolina,2017,686087.0,2870552.0,135.0,27.2,50861.0,481494.0,21.2,2379.0,2133.0,1287.0,2353.0,15.47,20.6,26000.0,0.1541900000000001,0.21843
307,North Dakota,2010,813110.0,2947614.0,16.0,45.2,44266.0,24116.0,16.2,130.0,131.0,72.0,180.0,11.44,28.8,1000.0,0.0768301886792453,0.10769811320754724
308,North Dakota,2011,848637.0,2792762.0,17.0,45.3,46058.0,21827.0,14.6,139.0,136.0,75.0,178.0,11.45,28.2,2000.0,0.06598113207547168,0.10332075471698114
309,North Dakota,2012,550894.0,3038052.0,15.0,43.5,47344.0,19841.0,13.2,154.0,142.0,70.0,184.0,11.65,26.5,1000.0,0.07054716981132077,0.11256603773584906
310,North Dakota,2013,471682.0,3041825.0,18.0,50.9,48666.0,19070.0,12.0,161.0,159.0,62.0,178.0,11.8,24.1,2000.0,0.07335849056603776,0.11677358490566034
311,North Dakota,2014,521463.0,3393147.0,15.0,44.2,50025.0,24132.0,14.8,161.0,162.0,60.0,189.0,11.78,23.9,2000.0,0.0727924528301887,0.11596226415094338
312,North Dakota,2015,577106.0,3678001.0,,,50237.0,20308.0,12.1,157.0,152.0,74.0,204.0,11.82,22.2,2000.0,0.0700188679245283,0.10573584905660377
313,North Dakota,2016,582560.0,3861438.0,15.0,42.0,51618.0,21210.0,12.4,175.0,156.0,65.0,213.0,11.84,20.3,2000.0,0.06986792452830191,0.10649056603773588
314,North Dakota,2017,558120.0,4018895.0,,,54421.0,18519.0,10.9,171.0,171.0,69.0,188.0,12.06,16.2,2000.0,0.06473584905660379,0.10211320754716985
316,Ohio,2010,2977089.0,9430947.0,208.0,33.0,57291.0,623852.0,23.3,1828.0,3417.0,1501.0,2454.0,16.05,34.1,36000.0,0.16414772727272725,0.2580113636363637
317,Ohio,2011,3371827.0,9261234.0,228.0,35.6,57528.0,640884.0,24.2,1819.0,3442.0,1513.0,2352.0,16.12,31.5,28000.0,0.14957954545454547,0.24432954545454527
318,Ohio,2012,2145208.0,9561500.0,222.0,34.3,58092.0,620921.0,23.8,1896.0,3286.0,1380.0,2520.0,16.32,29.8,25000.0,0.14804545454545456,0.2479772727272727
319,Ohio,2013,2049113.0,9764558.0,230.0,35.4,57270.0,591328.0,22.7,2085.0,3149.0,1526.0,2495.0,16.26,27.2,24000.0,0.15397727272727266,0.2540227272727273
320,Ohio,2014,1812609.0,10272392.0,211.0,34.2,56172.0,593831.0,22.9,2167.0,3396.0,1477.0,2277.0,16.19,25.1,24000.0,0.14574999999999996,0.23876136363636366
321,Ohio,2015,1857885.0,10532452.0,219.0,34.5,56410.0,550270.0,21.3,2194.0,3357.0,1382.0,2429.0,16.87,23.2,24000.0,0.14098863636363637,0.22221590909090913
322,Ohio,2016,1904293.0,11189690.0,235.0,39.2,57000.0,524660.0,20.5,2301.0,3208.0,1278.0,2512.0,16.67,21.8,27000.0,0.13692045454545457,0.20879545454545462
323,Ohio,2017,2002866.0,12058241.0,246.0,39.9,58000.0,513238.0,20.1,2448.0,3093.0,1170.0,2611.0,17.23,20.8,25000.0,0.13456818181818184,0.20313636363636364
